,Company,Date,Adj Close,Volume,press release,Price change 12mo,Price change 8mo,Price change 4mo,Price change,Price change pct,Compound,Negative,Neutral,Positive,polarity,subjectivity,text length,word_count,word_density,punctuation_count,upper_case_word_count,stopword_count,readability,noun_count,verb_count,adj_count,adv_count,pron_count,top_words,Price change sign long,Price change sign mid,Price change sign short,word_calculation
43,cisco,2018-08-01,41.378456,441384400,"We had a very strong finish to a great year and generated our highest quarterly revenue of $12.8 billion. Our results demonstrate a combination of strong customer adoption of our latest innovations, the ongoing value customers see in our software and subscription offerings, and excellent execution across our customer segments and geographies. Our strategy is working and we believe that are well-positioned to capture growth across our portfolio with our pipeline of innovation.",4.635539999999999,4.117553999999998,0.366970000000002,0.0,0.0,0.9694,0.0,0.748,0.252,0.6593333333333333,0.8673333333333332,480.0,73.0,6.486486486486487,8.0,0.0,32.0,10.301934482758622,22.0,10.0,8.0,1.0,10.0,"[('strong', 2), ('customer', 2), ('finish', 1), ('great', 1), ('year', 1), ('generated', 1), ('highest', 1), ('quarterly', 1), ('revenue', 1), ('$', 1)]",1.0,1.0,1.0,0.8221061020310063
55,cisco,2019-08-01,41.658825,509693100,"Our Q4 results marked a strong end to a great year. We are executing well in a dynamic environment, delivering tremendous innovation across our portfolio and extending our market leadership. e are committed to providing our customers ongoing value through differentiated solutions, and we are well positioned to take advantage of the long-term growth opportunities ahead.",1.945968999999998,-5.5905229999999975,-1.0295109999999994,0.0,0.0,0.9788,0.0,0.591,0.409,0.33333333333333337,0.6499999999999999,371.0,56.0,6.508771929824562,6.0,1.0,21.0,11.138971351351351,16.0,12.0,6.0,3.0,6.0,"[('Q4', 1), ('results', 1), ('marked', 1), ('strong', 1), ('end', 1), ('great', 1), ('year', 1), ('executing', 1), ('dynamic', 1), ('environment', 1)]",1.0,-1.0,-1.0,0.8153268949370792
67,cisco,2020-08-01,38.801682,481274600,"By the end of fiscal 2020, we achieved our goal of more than half of our revenue coming from software and services, and this strategy continues to resonate with customers as they digitize their organizations. Throughout fiscal 2020, Cisco has demonstrated operational resilience based on our strong customer relationships, solid financial foundation, and differentiated innovation. As we focus on the future, we are rebalancing our R&D investments to focus on new areas so we can continue to offer customers the best, most relevant technology in simpler, more easily consumable ways.",11.016254000000004,3.153320000000001,1.0999029999999976,0.0,0.0,0.9245,0.0,0.855,0.145,0.31136363636363634,0.4260732323232323,583.0,90.0,6.406593406593407,12.0,1.0,40.0,11.800362541436465,24.0,14.0,13.0,3.0,10.0,"[('fiscal', 2), ('2020', 2), ('customers', 2), ('focus', 2), ('end', 1), ('achieved', 1), ('goal', 1), ('half', 1), ('revenue', 1), ('coming', 1)]",1.0,1.0,1.0,1.8677926637321596
79,cisco,2021-08-01,55.968884,341880000,"We continue to see great momentum in our business as customers are looking to modernize their organizations for agility and resiliency. The demand for Cisco technology is strong with our Q4 performance marking the highest product order growth in over a decade. With the power of our portfolio, we are well positioned to help our customers accelerate their digital transformation and thrive in a hybrid world. We executed exceptionally well delivering strong results across revenue, non-GAAP net income, non-GAAP EPS and record operating cash flow. Our performance reflects the impact of our investments in high growth opportunities resulting in our strong product order growth. As we continue to drive our business model transformation to more recurring revenue, we now have built up over $30 billion in remaining performance obligations.",-12.409493000000005,-2.4109650000000045,-3.612591000000002,0.0,0.0,0.9824,0.01,0.778,0.212,0.3807407407407407,0.5544444444444445,838.0,129.0,6.446153846153846,13.0,2.0,52.0,10.455845736434108,43.0,20.0,12.0,5.0,15.0,"[('strong', 3), ('performance', 3), ('growth', 3), ('continue', 2), ('business', 2), ('customers', 2), ('product', 2), ('order', 2), ('transformation', 2), ('revenue', 2)]",-1.0,-1.0,-1.0,0.19287180301280343
91,cisco,2022-08-01,43.629494,429950500,"We had a strong end to our fiscal year thanks to our Q4 performance. Our teams executed well in the midst of an incredibly dynamic environment, resulting in the highest full year non-GAAP earnings per share in the history of the company. Full year product orders and backlog are both at record highs and reflect the strong demand we continue to see for our innovation and the overall value we bring to our customers as they accelerate their digital transformation. Total revenue exceeded our expectations in Q4, as a result of our strong execution and the numerous initiatives we have taken to reduce the impact of the global supply situation. Our operational discipline is reflected in our healthy operating margin and strong cash flow generation, enabling us to return nearly $4 billion to our shareholders in Q4. And we continue to make good progress in our business model transformation with RPO of over $31 billion, which, coupled with our record backlog, provide us with substantial visibility and confidence in our future revenue.",6.040503999999999,4.4295079999999984,5.328646999999997,0.0,0.0,0.9893,0.008,0.783,0.21,0.2313725490196078,0.42794117647058827,1037.0,172.0,5.994219653179191,15.0,4.0,73.0,10.474703875968991,52.0,21.0,20.0,2.0,22.0,"[('strong', 4), ('year', 3), ('Q4', 3), ('backlog', 2), ('record', 2), ('continue', 2), ('transformation', 2), ('revenue', 2), ('$', 2), ('billion', 2)]",1.0,1.0,1.0,2.553663572936725
36,cola,2018-01-01,40.283474,256417300,"I am pleased with our accomplishments and results in 2017. We achieved or exceeded our full year guidance while driving significant change as we continued to transform into a total beverage company. While there is still much work to do, I am encouraged by our momentum as we head into 2018.",1.183078999999999,-0.4886319999999955,-3.563991999999999,0.0,0.0,0.7351,0.0,0.87,0.13,0.28500000000000003,0.675,290.0,51.0,5.576923076923077,4.0,2.0,26.0,9.602065490196079,9.0,11.0,5.0,1.0,8.0,"[('pleased', 1), ('accomplishments', 1), ('results', 1), ('2017', 1), ('achieved', 1), ('exceeded', 1), ('year', 1), ('guidance', 1), ('driving', 1), ('significant', 1)]",1.0,-1.0,-1.0,12.270895522388061
48,cola,2019-01-01,42.149639,290752700,"I am pleased with our strong organic revenue and earnings growth in 2018. Our results demonstrate progress in our transformation as a consumer-centric, total beverage company and the power of a more strategically aligned system. Coca-Cola has established a strong foundation to capitalize on long-term growth opportunities and drive sustained shareowner value.",7.858787999999997,6.317565999999999,1.2513390000000015,0.0,0.0,0.9661,0.0,0.662,0.338,0.37333333333333335,0.7433333333333334,360.0,52.0,6.7924528301886795,7.0,1.0,21.0,11.348564615384614,16.0,6.0,9.0,2.0,4.0,"[('strong', 2), ('growth', 2), ('pleased', 1), ('organic', 1), ('revenue', 1), ('earnings', 1), ('2018', 1), ('results', 1), ('demonstrate', 1), ('progress', 1)]",1.0,1.0,1.0,0.631377216264657
60,cola,2020-01-01,52.764091,286856700,"We made good progress in 2019 by delivering on our financial commitments and growing in a more sustainable way. We continue to transform the organization to act with a growth mindset, which gives us confidence in our 2020 targets and our ability to create a better shared future for all of our stakeholders.",-1.5208849999999998,-7.358573,-10.219078000000003,0.0,0.0,0.9661,0.0,0.637,0.363,0.33999999999999997,0.34500000000000003,307.0,53.0,5.685185185185185,3.0,0.0,26.0,10.485452380952381,11.0,9.0,4.0,1.0,7.0,"[('good', 1), ('progress', 1), ('2019', 1), ('delivering', 1), ('financial', 1), ('commitments', 1), ('growing', 1), ('sustainable', 1), ('way', 1), ('continue', 1)]",-1.0,-1.0,-1.0,0.6396190476190476
72,cola,2021-01-01,44.991985,457208200,"In 2020, employees from across The Coca-Cola Company and its bottling system worked tirelessly to learn and adapt amidst a global crisis. The progress we made in 2020, including the actions taken to accelerate the transformation of our company, gives us confidence in returning to growth in the year ahead. While near-term uncertainty remains, we are well-positioned to emerge stronger from the crisis, driven by our purpose and our beverages for life ambition.",12.078842000000002,4.817253000000001,7.101719000000003,0.0,0.0,-0.0772,0.121,0.751,0.129,0.0,0.0,461.0,73.0,6.22972972972973,11.0,0.0,31.0,10.737520689655172,20.0,13.0,4.0,2.0,7.0,"[('2020', 2), ('crisis', 2), ('employees', 1), ('Coca', 1), ('Cola', 1), ('Company', 1), ('bottling', 1), ('system', 1), ('worked', 1), ('tirelessly', 1)]",1.0,1.0,1.0,0.6537313432835821
84,cola,2022-01-01,58.80579,407891700,"In 2021, our system demonstrated resilience and flexibility by successfully navigating through another year of uncertainty. We focused on our key strategies and emerged stronger. We are confident that progress on our strategic transformation has made us a nimbler total beverage company. While the environment remains dynamic, we will build on the momentum from 2021 to drive topline growth and maximize returns.",4.320003,-4.003277000000004,2.752018,0.0,0.0,0.9559,0.031,0.685,0.284,0.25,0.74,412.0,62.0,6.5396825396825395,6.0,0.0,26.0,11.31186399535424,14.0,11.0,8.0,1.0,7.0,"[('2021', 2), ('system', 1), ('demonstrated', 1), ('resilience', 1), ('flexibility', 1), ('successfully', 1), ('navigating', 1), ('year', 1), ('uncertainty', 1), ('focused', 1)]",1.0,-1.0,1.0,0.21670983923358417
34,deere,2017-11-01,137.753723,56832700,"John Deere has completed another successful year as markets for farm and construction equipment showed improvement and our actions to build a more durable business model yielded strong results. adding that the year’s sales and earnings were the fifth-highest in company history. We saw higher overall demand for our products with farm machinery sales in South America making especially strong gains and construction equipment sales rising sharply. At the same time, the company realized continued benefits from its broad product portfolio and agile cost structure. As a result, Deere has remained well-positioned to serve present customers while making investments aimed at driving growth and attracting additional customers in the future. nvestments made or announced during the year included the acquisition of the Wirtgen Group, the world’s leading manufacturer of road construction equipment. The transaction is expected to be finalized next month. “Wirtgen will establish Deere as a substantially more prominent player in global construction-equipment markets.",-11.089477000000002,-2.9587099999999964,5.561187999999987,0.0,0.0,0.9777,0.009,0.833,0.158,0.24338235294117644,0.4497549019607843,1065.0,155.0,6.826923076923077,14.0,0.0,54.0,9.8589375,62.0,29.0,17.0,5.0,4.0,"[('construction', 4), ('equipment', 4), ('Deere', 3), ('year', 3), ('sales', 3), ('markets', 2), ('farm', 2), ('strong', 2), ('company', 2), ('making', 2)]",-1.0,-1.0,1.0,0.4905847026699616
46,deere,2018-11-01,144.844666,54213800,"John Deere has concluded another solid year in which the company benefited from a further improvement in market conditions and a favorable customer response to its lineup of advanced products. In the fourth quarter, farm machinery sales in the Americas made further gains while construction-equipment sales continued to move higher, helped in part by our Wirtgen road-building business, whose financial contribution has exceeded our original forecasts. At the same time, the company has continued to face cost pressures for raw materials such as steel, which are being addressed through pricing actions and ongoing cost management. The company’s strong performance has allowed for significant investment in new products, services, and technologies. In addition, the company in 2018 returned almost $1.8 billion to shareholders in higher dividends and the repurchase of over $900 million of stock. These steps reflect the strength of the company and our optimism about its future prospects.",21.16407700000002,12.349334,5.416946000000024,0.0,0.0,0.9723,0.014,0.817,0.169,0.12430798368298368,0.4202760780885781,989.0,149.0,6.593333333333334,19.0,0.0,62.0,9.590395805739515,53.0,20.0,17.0,2.0,6.0,"[('company', 5), ('products', 2), ('sales', 2), ('continued', 2), ('higher', 2), ('cost', 2), ('$', 2), ('John', 1), ('Deere', 1), ('concluded', 1)]",1.0,1.0,1.0,2.9161109990974796
